GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ARHGAP22	7.99323266812161e-15	1.47288669518744	0.44	0.215	0.000000000164756511755323	0	ARHGAP22
SORT1	8.80086422449373e-15	1.36052526413034	0.52	0.342	0.000000000181403413395265	0	SORT1
ARHGAP23	0.000000000000013115509448177	1.99360515596603	0.336	0.123	0.000000000270336880745824	0	ARHGAP23
MYO6	0.0000000000000160555130889602	1.10118976805141	0.576	0.416	0.000000000330936235789647	0	MYO6
ARFGEF3	0.0000000000000169014606857534	0.991610865823493	0.6	0.457	0.000000000348372907654749	0	ARFGEF3
KIAA1755	0.0000000000000185317639397963	2.10338770764279	0.268	0.068	0.000000000381976718327082	0	KIAA1755
KCTD8	0.0000000000000220812509893211	1.35457759963958	0.52	0.324	0.000000000455138745391886	0	KCTD8
FAM13C	0.0000000000000259040358176731	1.40131669720849	0.484	0.292	0.000000000533933986273879	0	FAM13C
ZCCHC24	0.0000000000000304469861051843	1.54435279113899	0.308	0.094	0.000000000627573277600059	0	ZCCHC24
WIPF1	0.000000000000039647680728896	1.33104835216331	0.388	0.16	0.000000000817217995184005	0	WIPF1
SSH2	0.0000000000000577168989670525	0.662921183959063	0.74	0.674	0.00000000118966072150889	0	SSH2
SAMD12	0.0000000000000612662046058773	0.890267272272216	0.628	0.452	0.00000000126281900933634	0	SAMD12
ZNF708	0.0000000000000741053861368325	0.944706513491039	0.6	0.432	0.00000000152746021905239	0	ZNF708
IQGAP1	0.0000000000000753170372075314	1.38191475097778	0.48	0.288	0.00000000155243477092164	0	IQGAP1
WSB1	0.0000000000000817827682274912	0.621563666085467	0.772	0.719	0.00000000168570641870505	0	WSB1
SCD	0.0000000000000974374023474529	1.59654606077083	0.324	0.112	0.0000000020083797371857	0	SCD
PPP1R16B	0.000000000000213845899123394	1.52678641386361	0.46	0.288	0.00000000440779167273139	0	PPP1R16B
ANK2	0.000000000000290497911071064	0.467197182874919	0.92	0.795	0.00000000598774294299677	0	ANK2
HEPN1	0.000000000000295082798794292	0.95942212649871	0.436	0.189	0.00000000608224664874795	0	HEPN1
CDH19	0.00000000000055085819897747	1.14153927777428	0.296	0.084	0.0000000113542891973236	0	CDH19
NEO1	0.000000000000578137211462716	1.25193596861218	0.524	0.377	0.0000000119165642026695	0	NEO1
JAM3	0.000000000000639049553954356	1.44523892599194	0.432	0.242	0.0000000131720894061072	0	JAM3
BIN1	0.000000000000938093388530853	1.44723652730423	0.436	0.247	0.0000000193359809243979	0	BIN1
GNAO1	0.000000000000978593450600884	1.39431323145791	0.484	0.324	0.0000000201707682037854	0	GNAO1
APP	0.00000000000115866226684332	0.674435325775486	0.72	0.676	0.0000000238823466441746	0	APP
PPM1H	0.00000000000148623700412408	1.35864363675331	0.476	0.308	0.0000000306343171290054	0	PPM1H
RNF144A	0.00000000000172410752283715	1.13473548749118	0.508	0.347	0.0000000355373042607193	0	RNF144A
GPRC5B	0.000000000001838967064555	1.14351185455912	0.42	0.194	0.0000000379047891346076	0	GPRC5B
CACNA2D1	0.00000000000201684816683614	0.851286649116667	0.612	0.447	0.0000000415712744148266	0	CACNA2D1
C9orf3	0.0000000000028542141265455	0.67838623627554	0.672	0.603	0.0000000588310615763559	0	C9orf3
DAPK2	0.00000000000534750337636212	1.88782280790056	0.268	0.087	0.000000110222739593576	0	DAPK2
TSC22D4	0.00000000000575061447256681	0.887833561805405	0.472	0.249	0.000000118531665508547	0	TSC22D4
SLC39A11	0.00000000000577016956905616	0.953574857522608	0.592	0.466	0.000000118934735157386	0	SLC39A11
PHACTR3	0.00000000000753017754234665	1.19783920022541	0.492	0.331	0.000000155212019502849	0	PHACTR3
RBPJ	0.00000000000817794887811666	0.88767977331425	0.584	0.466	0.000000168563882275741	0	RBPJ
RDX	0.000000000009094944110076	1.10020245861696	0.496	0.322	0.000000187464987996886	0	RDX
SRCIN1	0.0000000000101052364834944	1.44455306707733	0.412	0.242	0.000000208289134397786	0	SRCIN1
NDE1	0.0000000000106743506055973	1.7779932884111	0.284	0.1	0.000000220019714682571	0	NDE1
SLC6A1-AS1	0.0000000000116385067309116	0.470134217701589	0.644	0.354	0.000000239892900737549	0	SLC6A1-AS1
PACS2	0.0000000000131055559298081	1.23042431586859	0.436	0.251	0.000000270131718825204	0	PACS2
NXPE3	0.0000000000141026347350555	1.71564283612821	0.328	0.142	0.000000290683507158963	0	NXPE3
PTMA	0.0000000000169257449747644	1.16733109215552	0.52	0.356	0.000000348873455419844	0	PTMA
CYP27A1	0.0000000000197356169972653	1.29638913443378	0.332	0.137	0.000000406790537547632	0	CYP27A1
RGCC	0.0000000000227896965372574	1.21536336449053	0.32	0.128	0.000000469741225025949	0	RGCC
DNAJB2	0.0000000000303386765826753	1.58607357849758	0.352	0.171	0.000000625340801722103	0	DNAJB2
ADAMTS18	0.000000000031427062151424	1.37194950692458	0.3	0.11	0.000000647774605065151	0	ADAMTS18
NSMCE2	0.0000000000419296943799013	0.800451876991095	0.628	0.548	0.000000864254860558526	0	NSMCE2
ST3GAL4	0.000000000042955302136414	2.12893876999436	0.3	0.128	0.000000885394687635764	0	ST3GAL4
MARCKSL1	0.0000000000437612164324251	1.45384835784099	0.324	0.135	0.000000902006193105146	0	MARCKSL1
DENND5A	0.0000000000464589862695296	1.06499253429878	0.524	0.404	0.000000957612624987544	0	DENND5A
NCOA7	0.0000000000535156163825542	1.26076203122061	0.464	0.313	0.00000110306388487721	0	NCOA7
RNF13	0.0000000000617548024672592	0.956151393348454	0.552	0.432	0.00000127288998845515	0	RNF13
GNAI1	0.0000000000690982138795949	1.77214757457276	0.328	0.158	0.00000142425238448621	0	GNAI1
NECAB1	0.0000000000737342540023230	0.883818347678568	0.52	0.313	0.00000151981044349588	0	NECAB1
CPQ	0.000000000104284642846573	1.08705814954562	0.476	0.324	0.00000214951505835357	0	CPQ
RP11-141M1.3	0.000000000106456330150983	1.75851589849466	0.304	0.128	0.00000219427787707207	0	RP11-141M1.3
RAB30	0.00000000011994467258016	1.26360596823442	0.444	0.281	0.00000247229959122225	0	RAB30
ACER3	0.000000000140254125268034	1.305977011991	0.452	0.301	0.00000289091803002472	0	ACER3
RP11-58C22.1	0.000000000144617310768544	1.88912126572147	0.26	0.094	0.00000298085200956122	0	RP11-58C22.1
SLC22A15	0.000000000151445714685866	1.40941121811378	0.336	0.158	0.00000312159907110508	0	SLC22A15
CPOX	0.000000000153953920325377	1.81049876038765	0.3	0.128	0.00000317329820574667	0	CPOX
ZDHHC9	0.000000000159004275561836	1.48083824832272	0.308	0.128	0.00000327739612788057	0	ZDHHC9
SUN2	0.000000000197406952025585	1.7800243327979	0.304	0.135	0.00000406895209515135	0	SUN2
SERINC5	0.000000000206631462077781	0.865769141903696	0.544	0.409	0.00000425908769634723	0	SERINC5
PPP1R21	0.00000000022518936013735	1.13612436118089	0.504	0.393	0.00000464160309115105	0	PPP1R21
NFASC	0.000000000255252357932118	0.895451716711687	0.548	0.445	0.00000526126160169681	0	NFASC
MITF	0.000000000264203123025959	1.17024623071953	0.372	0.178	0.00000544575477181106	0	MITF
FAXDC2	0.000000000314534668023956	1.66743570273517	0.324	0.155	0.00000648318857730979	0	FAXDC2
TUBA1A	0.000000000366295694279358	0.677102434876454	0.596	0.475	0.00000755008685048613	0	TUBA1A
GAB2	0.000000000519530204807738	0.741028021730551	0.588	0.475	0.0000107085565814971	0	GAB2
DLEU2	0.000000000539327695451341	0.635243255816335	0.68	0.596	0.000011116622458643	0	DLEU2
ZNF652	0.000000000574971049567711	1.18711750929268	0.5	0.372	0.0000118513032736897	0	ZNF652
FNBP1	0.00000000067112020941416	0.743306366889888	0.616	0.548	0.0000138331297564447	0	FNBP1
DOCK3	0.000000000788215567795118	0.557589094877369	0.768	0.662	0.000016246699283393	0	DOCK3
GREB1L	0.00000000103566051411198	1.18894839401368	0.424	0.269	0.0000213470345168761	0	GREB1L
SASH1	0.00000000175819255690294	0.813710907107838	0.512	0.363	0.0000362398649828835	0	SASH1
CCP110	0.00000000221220322576981	1.85751067401466	0.28	0.126	0.0000455979328895674	0	CCP110
EVA1C	0.00000000253143531049398	1.20494097379957	0.452	0.322	0.0000521779446199019	0	EVA1C
NLK	0.00000000284849248250097	0.827410225322427	0.564	0.482	0.00005871312704931	0	NLK
LRRTM3	0.00000000354879101633096	0.640231914718304	0.636	0.548	0.0000731476804286138	0	LRRTM3
CPB2-AS1	0.00000000704349147359842	1.69283495809831	0.276	0.126	0.000145180446253811	0	CPB2-AS1
CPM	0.0000000103908648929156	1.30000736707683	0.284	0.13	0.000214176507172776	0	CPM
CLIC4	0.0000000153145047014823	0.753065423309126	0.392	0.215	0.000315662570906953	0	CLIC4
STAT2	0.0000000165344978268987	1.33886980789375	0.376	0.24	0.000340809069208037	0	STAT2
PAQR8	0.0000000177342148633965	1.28278992743202	0.316	0.16	0.000365537636764328	0	PAQR8
OTUD7B	0.0000000185051217689658	1.08207067037202	0.404	0.256	0.000381427569901923	0	OTUD7B
B2M	0.0000000267344955034876	0.909924954308734	0.5	0.358	0.000551051421317886	0	B2M
NUTM2A-AS1	0.0000000302143279057002	0.688276239809951	0.596	0.539	0.000622777726792292	0	NUTM2A-AS1
SEC14L5	0.0000000321604714639324	1.77683459582394	0.3	0.162	0.000662891637814574	0	SEC14L5
EPS15	0.0000000323104052970641	0.930334228187566	0.512	0.416	0.000665982073983085	0	EPS15
SEMA6A	0.0000000371060470631615	1.11374510888724	0.368	0.217	0.000764829842065886	0	SEMA6A
QDPR	0.000000038681554170118	1.43094116911072	0.348	0.21	0.000797304194554473	0	QDPR
BBX	0.0000000460737780592761	0.978494198421962	0.44	0.306	0.000949672713357799	0	BBX
PIK3C2B	0.0000000468063713006607	1.45942587678459	0.256	0.112	0.000964772925249218	0	PIK3C2B
YPEL2	0.0000000488045194137184	1.6492156794942	0.312	0.174	0.00100595875415556	0	YPEL2
C1QTNF3-AMACR	0.0000000528872438061108	1.23584104325978	0.388	0.258	0.00109011186933156	0	C1QTNF3-AMACR
DEPTOR	0.0000000559844049587455	1.49902313562466	0.328	0.189	0.00115395055500966	0	DEPTOR
NPC1	0.0000000564133374399026	1.12864211860524	0.408	0.288	0.00116279171131127	0	NPC1
COBL	0.0000000606487704762594	0.973316635542593	0.476	0.379	0.00125009245705666	0	COBL
KIAA1324L	0.0000000647015109573884	1.31609131946232	0.34	0.201	0.00133362754385369	0	KIAA1324L
RNF130	0.0000000693124354397171	0.525118981185989	0.652	0.639	0.00142866791928345	0	RNF130
RP4-613B23.1	0.0000000695145600873476	1.22354800956059	0.38	0.251	0.00143283411252041	0	RP4-613B23.1
FAM102A	0.0000000737050650440282	1.57188039578569	0.256	0.116	0.00151920880068751	0	FAM102A
AMD1	0.0000000768552237663666	1.18262454754509	0.372	0.231	0.00158413987227235	0	AMD1
ARHGAP1	0.0000000786779783017729	1.35525165809703	0.348	0.217	0.00162171048875614	0	ARHGAP1
SLC22A23	0.0000000906341564863924	0.748109137753052	0.512	0.411	0.00186815123349752	0	SLC22A23
SLC7A14	0.0000000971973251492442	1.58628809102172	0.32	0.185	0.00200343126597622	0	SLC7A14
STRN	0.000000135472474087116	1.20376942670837	0.332	0.192	0.00279235863588363	0	STRN
TP53TG5	0.000000187498602346253	1.67399907032123	0.256	0.126	0.00386472119156097	0	TP53TG5
ZDHHC14	0.00000025312561673247	0.800242569149311	0.508	0.434	0.00521742521208967	0	ZDHHC14
LARP6	0.000000444727463359616	1.42900902062854	0.252	0.121	0.00916672247476841	0	LARP6
SEMA3C	0.000000556621907053385	1.00503847789588	0.256	0.121	0.0114730907481844	0	SEMA3C
C12orf76	0.000000593728566913725	1.18424526060627	0.328	0.199	0.0122379332212257	0	C12orf76
S100B	0.00000061833422509468	0.972051506181069	0.36	0.219	0.0127451050476515	0	S100B
PDK4	0.000000621816449070469	0.276596934468599	0.272	0.114	0.0128168806482405	0	PDK4
ZBTB20	0.000000717782547847426	0.270143752895372	0.88	0.765	0.0147949338762311	0	ZBTB20
SEPT8	0.000000751650516888063	1.41973404885898	0.28	0.155	0.0154930204540968	0	SEPT8
CPEB2	0.000000775096831123088	1.14718391352782	0.328	0.203	0.0159762958831091	0	CPEB2
HEPACAM	0.000000804147778347843	0.952275062953179	0.32	0.183	0.0165750940073057	0	HEPACAM
RICTOR	0.000000808665871366451	0.836509775569976	0.516	0.484	0.0166682209406053	0	RICTOR
LRRC1	0.000000906078593833463	1.10260158202774	0.304	0.174	0.0186760919760953	0	LRRC1
SIRT2	0.00000098176434371898	1.36871897861187	0.332	0.217	0.0202361266527356	0	SIRT2
FTH1	0.000000987141618799423	0.333743861575036	0.704	0.689	0.0203469630466937	0	FTH1
DPYSL2	0.0000010147470471513	0.625785605151993	0.588	0.578	0.0209159661358826	0	DPYSL2
CEP170	0.00000104739866558553	0.850839321187773	0.48	0.404	0.021588981295049	0	CEP170
HECW2	0.00000122055688672914	0.813909440674131	0.492	0.42	0.025158118549261	0	HECW2
ZSWIM6	0.0000013474393180946	0.485005415562279	0.636	0.591	0.0277734192245659	0	ZSWIM6
CDC42BPA	0.00000143268128104252	0.487262640359769	0.696	0.71	0.0295304265648483	0	CDC42BPA
L3MBTL4	0.00000186181780919279	0.89213731490587	0.368	0.24	0.0383757886830817	0	L3MBTL4
BTBD3	0.00000229123272390124	1.02026698834623	0.38	0.272	0.0472268889050525	0	BTBD3
IKZF2	0.00000230071398103901	1.4177125357346	0.264	0.146	0.0474223165771762	0	IKZF2
SGMS1	0.0000023673847152415	0.840716383290928	0.484	0.411	0.0487965337505577	0	SGMS1
STXBP6	0.00000244480706232074	1.06177970725629	0.364	0.249	0.0503923631685551	0	STXBP6
TMC7	0.00000283092813990364	1.42832068379548	0.296	0.185	0.0583510908196939	0	TMC7
DIP2C	0.00000303463546535894	0.667104980368042	0.58	0.564	0.0625499062119785	0	DIP2C
ENOX2	0.00000324374117567225	1.08328716280663	0.312	0.187	0.0668599931129564	0	ENOX2
MPDZ	0.00000346897410365202	1.08027712794395	0.416	0.349	0.0715024942244755	0	MPDZ
MAP3K7	0.00000582747918884657	1.05221355345395	0.392	0.306	0.120116001040506	0	MAP3K7
PCDH9-AS2	0.00000601721891288125	0.733137412719193	0.524	0.475	0.124026916232308	0	PCDH9-AS2
USP47	0.00000612955174656925	0.794797994222406	0.496	0.454	0.126342320600285	0	USP47
ELF2	0.00000615244614071344	0.746663814491786	0.548	0.539	0.126814219852386	0	ELF2
RAB40B	0.00000674670257559879	1.20381903919364	0.332	0.228	0.139063033488242	0	RAB40B
MKRN3	0.0000068002285869359	0.692506153126227	0.444	0.329	0.140166311633923	0	MKRN3
SYNDIG1	0.00000683836684592478	0.947900875195146	0.408	0.317	0.140952417428201	0	SYNDIG1
ITCH	0.00000704352249369864	0.761174788211163	0.528	0.511	0.145181085640116	0	ITCH
GTDC1	0.00000747586045724298	0.723351594437184	0.528	0.511	0.154092435744692	0	GTDC1
FDFT1	0.00000842159103087174	1.27422304508171	0.264	0.148	0.173585834328328	0	FDFT1
TECPR2	0.0000089024140448782	1.10017969170209	0.4	0.324	0.183496558293029	0	TECPR2
MEGF9	0.0000103218135094212	0.935812366328914	0.424	0.34	0.212753220056189	0	MEGF9
TSPAN5	0.0000105051522657424	0.546312189420808	0.592	0.582	0.216532198501483	0	TSPAN5
PRKACB	0.00001229355488164	0.750888423318273	0.516	0.514	0.253394753220363	0	PRKACB
CNKSR3	0.0000123855629868492	1.15630081133544	0.312	0.203	0.255291224284935	0	CNKSR3
RP5-1044H5.1	0.0000132473280295727	1.35578551735303	0.284	0.18	0.273053925345553	0	RP5-1044H5.1
KCNQ1OT1	0.0000134720397709883	0.804554749023421	0.392	0.281	0.277685683759611	0	KCNQ1OT1
NAPEPLD	0.000013944014516256	1.0895329830189	0.376	0.299	0.287414027209069	0	NAPEPLD
SLC9A9	0.0000176636697646411	0.495789657885175	0.46	0.347	0.364083561188783	0	SLC9A9
PSD3	0.0000206092171340697	0.435261215607698	0.636	0.642	0.424797183567444	0	PSD3
ZBTB44	0.0000214906549319876	1.11643417244126	0.316	0.215	0.442965379458129	0	ZBTB44
MEIS1	0.0000247858508259037	1.2739366670187	0.256	0.151	0.510885957223527	0	MEIS1
PSRC1	0.000026999183061331	1.32913766298559	0.284	0.187	0.556507161260155	0	PSRC1
USP32	0.0000311650055044864	0.833152356929169	0.46	0.411	0.642373093458474	0	USP32
MAGI1	0.0000312387383018529	0.425954123276034	0.744	0.685	0.643892873877792	0	MAGI1
BAIAP2L2	0.000031623419715924	1.08572694769786	0.32	0.224	0.651821927184627	0	BAIAP2L2
FBXO32	0.0000316577974369569	0.679290919069194	0.376	0.269	0.652530520770556	0	FBXO32
HBS1L	0.000036590992447123	1.20945537727315	0.332	0.242	0.754213536320099	0	HBS1L
GATS	0.0000383018099521088	1.05375010279877	0.38	0.311	0.789476906732866	0	GATS
UVRAG	0.000040125913976233	0.920942840339873	0.432	0.388	0.827075338878114	0	UVRAG
CFTR	0.0000500722360683118	0.988797871912383	0.384	0.313	1	0	CFTR
GAREM1	0.0000633935643238266	0.787244947163594	0.44	0.37	1	0	GAREM1
SPTLC2	0.0000647612277129502	0.841051526885757	0.312	0.21	1	0	SPTLC2
ACYP2	0.0000659084863777383	0.607754771578111	0.596	0.639	1	0	ACYP2
ZNF704	0.0000703725195945001	0.803096719683586	0.452	0.406	1	0	ZNF704
MTMR7	0.0000756886244528096	1.24746744298811	0.32	0.24	1	0	MTMR7
BBS9	0.0000794646007998129	0.746813915135818	0.504	0.5	1	0	BBS9
SNX29	0.0000951031572639903	0.712473283303244	0.468	0.427	1	0	SNX29
PON2	0.0000957452299424072	0.66068060707472	0.288	0.169	1	0	PON2
P2RX7	0.0000994981936474839	0.916305597937076	0.336	0.249	1	0	P2RX7
SCARB2	0.000100023635113833	1.15914683230676	0.308	0.226	1	0	SCARB2
EPB41L2	0.000101551241403006	0.454150530659695	0.524	0.477	1	0	EPB41L2
FAM13B	0.000103969279369486	0.785017080001438	0.492	0.489	1	0	FAM13B
STXBP3	0.000109768844811249	1.14750581957206	0.256	0.16	1	0	STXBP3
FAF1	0.000118166784075905	0.444903210522048	0.652	0.701	1	0	FAF1
GNG7	0.000120990242177695	0.993477415668574	0.436	0.395	1	0	GNG7
DICER1	0.00014272044857174	0.977554705529888	0.356	0.285	1	0	DICER1
ELF1	0.000160939102014356	0.76640489928097	0.316	0.215	1	0	ELF1
NAALADL2	0.000189657244788311	0.325861446537383	0.724	0.763	1	0	NAALADL2
TRIM13	0.000190805602365323	0.95205489972584	0.36	0.292	1	0	TRIM13
FAM134B	0.000193241061411067	0.95429130344255	0.372	0.313	1	0	FAM134B
FAR1	0.000220248078362043	0.994007626299144	0.372	0.32	1	0	FAR1
RERE	0.000222141215236668	0.359209387071492	0.708	0.772	1	0	RERE
SLF2	0.00027514803241336	0.963544723155376	0.332	0.26	1	0	SLF2
RAP1GDS1	0.000342797384201108	0.666271251130368	0.496	0.516	1	0	RAP1GDS1
SRPK2	0.000376966071499371	0.440311763757736	0.62	0.662	1	0	SRPK2
POGZ	0.000460848382552393	0.460586207718602	0.532	0.546	1	0	POGZ
SLC38A9	0.000463415165525319	0.953721610438214	0.384	0.333	1	0	SLC38A9
TRAPPC10	0.000656613123553534	1.13730919717816	0.252	0.176	1	0	TRAPPC10
C16orf62	0.000739038011604372	0.824171036208929	0.404	0.372	1	0	C16orf62
TIMP2	0.000775845560034738	0.876844079989921	0.252	0.169	1	0	TIMP2
DDX17	0.000828913100775675	0.401059963197255	0.62	0.715	1	0	DDX17
GCLC	0.00087170915260284	0.868267417573577	0.252	0.169	1	0	GCLC
PHYHIPL	0.000881917301118391	0.750049257120197	0.388	0.329	1	0	PHYHIPL
GLCE	0.000921810724046025	1.19156906760382	0.28	0.212	1	0	GLCE
CH507-513H4.1	0.00107020711831687	0.530492513170863	0.284	0.192	1	0	CH507-513H4.1
AGO2	0.00107049487245822	0.789735153851537	0.348	0.29	1	0	AGO2
FGF1	0.00110699844652986	0.993601629605522	0.26	0.185	1	0	FGF1
TTC7A	0.00118243714258659	1.18325258695131	0.272	0.203	1	0	TTC7A
CDH8	0.00121334599222435	0.973464259919984	0.336	0.279	1	0	CDH8
ARHGEF2	0.00124271188346784	0.960726045981822	0.3	0.231	1	0	ARHGEF2
RP11-160H12.2	0.00127008947772071	0.874658688879931	0.368	0.324	1	0	RP11-160H12.2
SNX1	0.00127432672869688	0.783873515359483	0.308	0.233	1	0	SNX1
PPP2R2A	0.00136991427650701	0.810961157461513	0.356	0.306	1	0	PPP2R2A
CPEB1	0.00161109139617559	1.28610849671221	0.264	0.203	1	0	CPEB1
TANC1	0.0016609407865107	0.351459694465141	0.388	0.295	1	0	TANC1
PHIP	0.00199292548991075	0.459997134727426	0.52	0.557	1	0	PHIP
PPP1R12B	0.00203920126702907	0.607583998451315	0.504	0.534	1	0	PPP1R12B
TESK2	0.00207016161609375	1.08238171621538	0.268	0.208	1	0	TESK2
KIF2A	0.00221173379593746	1.0248809493444	0.34	0.306	1	0	KIF2A
KAT2B	0.00229961972110845	0.530126709738748	0.392	0.317	1	0	KAT2B
ZZZ3	0.00268288779706918	0.748093886545749	0.4	0.388	1	0	ZZZ3
KIDINS220	0.00278331399825442	0.744809781384031	0.44	0.445	1	0	KIDINS220
INSR	0.00282234775534464	0.49598576195948	0.504	0.532	1	0	INSR
GPSM2	0.00284450693983483	0.885528515436804	0.276	0.215	1	0	GPSM2
RALGDS	0.00316839434443352	1.09597106439575	0.276	0.221	1	0	RALGDS
TRPC4AP	0.00332058939711292	0.760950065788677	0.404	0.388	1	0	TRPC4AP
SPG20	0.00340809321001676	1.05390524170346	0.28	0.228	1	0	SPG20
WDR20	0.00341061193333829	0.966618270761229	0.328	0.29	1	0	WDR20
TBC1D12	0.00348324393340841	0.870542791933649	0.256	0.187	1	0	TBC1D12
ATXN2	0.00359128546665983	0.441396739109587	0.52	0.543	1	0	ATXN2
WDPCP	0.00386831952094761	0.418060321215975	0.552	0.605	1	0	WDPCP
BAZ2B	0.00387494824425758	0.350207632990059	0.572	0.596	1	0	BAZ2B
NFIX	0.00392467215132878	0.613006140900502	0.408	0.395	1	0	NFIX
FEZ1	0.00470364733396404	1.01322065490006	0.3	0.258	1	0	FEZ1
SETD4	0.0055766591583721	0.996983643978525	0.252	0.196	1	0	SETD4
UBE4B	0.00561981748975318	0.591378589686136	0.448	0.479	1	0	UBE4B
PWRN1	0.00567967943245682	1.34851735635436	0.252	0.203	1	0	PWRN1
PPP1R9A	0.00589769085438217	0.591784517236165	0.436	0.438	1	0	PPP1R9A
CHD7	0.00619176227721036	0.721960754017684	0.264	0.199	1	0	CHD7
KLHL4	0.00639879999787517	0.473679415327009	0.356	0.304	1	0	KLHL4
ZNF451	0.00692711509870763	0.942603406584857	0.328	0.301	1	0	ZNF451
NAIP	0.00692787700562324	0.461486801526476	0.532	0.607	1	0	NAIP
EML2	0.00751936049240588	1.09417581021208	0.26	0.212	1	0	EML2
GDPD1	0.00770310678338189	0.286025653076795	0.148	0.267	1	0	GDPD1
DYM	0.00826052040791935	0.52362969948053	0.46	0.479	1	0	DYM
SPOCK1	0.0083629412949138	0.474362649575966	0.532	0.559	1	0	SPOCK1
SESTD1	0.00904211569482326	0.80622290486263	0.388	0.395	1	0	SESTD1
PTPN13	0.00964814871048694	0.566405460408366	0.428	0.42	1	0	PTPN13
USP31	0.00992399884271319	1.03844616886275	0.256	0.215	1	0	USP31
SLC6A1	0.00997598698490476	0.640302968938219	0.256	0.199	1	0	SLC6A1
RALYL1	2.61103285941876e-70	2.33703470298125	0.957	0.145	5.38186092983394e-66	1	RALYL
SH3GL21	1.03645464103041e-58	2.18778518218999	0.862	0.123	2.13634030609188e-54	1	SH3GL2
ARPP211	3.30055914533101e-57	1.80322964678731	0.936	0.153	6.80311251035629e-53	1	ARPP21
HECW11	3.59300120897183e-57	2.09577909566289	0.894	0.153	7.40589409193274e-53	1	HECW1
NELL21	6.39970884827901e-56	2.02650175406818	0.926	0.178	1.31910798780727e-51	1	NELL2
SYN21	3.05510391806265e-53	1.75229258822178	0.926	0.165	6.29718019591074e-49	1	SYN2
KHDRBS21	1.24438976363465e-52	2.06877126903686	0.915	0.202	2.56493618080374e-48	1	KHDRBS2
CABP11	1.3753599929363e-52	2.1817499729387	0.777	0.108	2.83489201744031e-48	1	CABP1
OLFM31	3.30260969438229e-52	2.2073335356157	0.766	0.109	6.80733910206078e-48	1	OLFM3
CAMK2A1	6.55619234702845e-52	2.29724258344862	0.787	0.109	1.3513623665695e-47	1	CAMK2A
LINGO21	1.00459260594184e-51	1.94623595035632	0.904	0.19	2.07066627936733e-47	1	LINGO2
GABRB31	1.799288936133e-51	1.9901924155483	0.851	0.146	3.70869435515735e-47	1	GABRB3
LDB21	2.46174116136915e-51	1.91787615734187	0.904	0.195	5.0741408818141e-47	1	LDB2
GRIN2A1	6.31398761914063e-51	1.83619045694379	0.883	0.167	1.30143912805727e-46	1	GRIN2A
